,Maintain,Replace,Suppress,sub
0,0.6344317848870314,0.6460235299372944,0.7405055555555555,0
1,0.7237120696994322,0.7557554539312418,0.7776444444444445,1
2,0.712882343510733,0.726993539597188,0.6882444444444444,2
3,0.7284165602489898,0.716060550223071,0.8070277777777778,3
4,0.7383009657749695,0.7671965648748401,0.8535666666666667,4
