,Maintain,Replace,Suppress,sub
0,0.4936895699620213,0.5614352480024122,0.594061111111111,0
1,0.6076311148702809,0.6521098212640501,0.6602833333333333,1
2,0.4790453919763835,0.5484641885968586,0.6036888888888889,2
3,0.554798193387178,0.5660865146768961,0.6393111111111112,3
4,0.6159897396774854,0.618272274988693,0.6731944444444444,4
