,Maintain,Replace,Suppress,sub
0,0.5317649855437805,0.5699728071204024,0.6283555555555556,0
1,0.5682482821146436,0.6198999391370866,0.6501277777777779,1
2,0.5542757793367274,0.5988854827992472,0.5845305555555554,2
3,0.5693483921256448,0.5739596071271029,0.648875,3
4,0.5926773581880802,0.6054910632025059,0.678136111111111,4
